File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF938LYK	mm10	ENCSR062VTB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	15.5	NA	1	K_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF643BBB/"	11891984	ENCODE Processing Pipeline	c29c7aacad6775065c01cb44448bddfb		https://www.encodeproject.org/files/ENCFF840ZMX/@@download/ENCFF840ZMX.tsv	M21			released	s3://encode-public/2021/03/15/1cab2d5a-eb29-49f0-81a4-425a348872db/ENCFF840ZMX.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_15.5_NA_1
ENCFF938LYK	mm10	ENCSR062VTB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	15.5	NA	2	K_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF843GLV/"	11895218	ENCODE Processing Pipeline	41bc80ce630158c619d18019e77adfb5		https://www.encodeproject.org/files/ENCFF330SEA/@@download/ENCFF330SEA.tsv	M21			released	s3://encode-public/2021/03/15/abd7dc1f-161a-42be-920b-2de700a75ab4/ENCFF330SEA.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_15.5_NA_2
ENCFF938LYK	mm10	ENCSR173PJN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	0	NA	1	K_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF839WLT/, /files/ENCFF363TFV/"	11903878	ENCODE Processing Pipeline	94093282238b0be2b0ad0b2034b4d2f5		https://www.encodeproject.org/files/ENCFF787HMK/@@download/ENCFF787HMK.tsv	M21			released	s3://encode-public/2021/03/15/1d616d04-0dd0-4ed3-83dc-bbc05b1a10dc/ENCFF787HMK.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_0_NA_1
ENCFF938LYK	mm10	ENCSR173PJN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	0	NA	2	K_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF090XSZ/, /files/ENCFF363TFV/"	11912382	ENCODE Processing Pipeline	07b5ee81e2663a1241e77ea180fc7323		https://www.encodeproject.org/files/ENCFF151ERW/@@download/ENCFF151ERW.tsv	M21			released	s3://encode-public/2021/03/15/33fbedea-1646-4d41-8f79-eaf2cda1e906/ENCFF151ERW.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_0_NA_2
ENCFF938LYK	mm10	ENCSR394YLM	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	K	10w	NA	1	K_10w_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_1	"/files/ENCFF148ZTK/, /files/ENCFF363TFV/"	11787146	ENCODE Processing Pipeline	8c1b5e2912c84f922025b87d544b93b8		https://www.encodeproject.org/files/ENCFF240PJE/@@download/ENCFF240PJE.tsv	M21			released	s3://encode-public/2021/04/07/21a13dfb-f683-4870-ae00-4a3598838f5c/ENCFF240PJE.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"						K_10w_NA_1
ENCFF938LYK	mm10	ENCSR394YLM	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	K	10w	NA	2	K_10w_NA_2	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_2	"/files/ENCFF543VYY/, /files/ENCFF363TFV/"	11795656	ENCODE Processing Pipeline	208c6ff386e3744a9f496e28d8b32cec		https://www.encodeproject.org/files/ENCFF042ESU/@@download/ENCFF042ESU.tsv	M21			released	s3://encode-public/2021/04/07/7091edd4-ecbb-4a0b-bb6a-e58c0bee53fc/ENCFF042ESU.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"						K_10w_NA_1
ENCFF938LYK	mm10	ENCSR504GEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	14.5	NA	1	K_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF977WBX/, /files/ENCFF363TFV/"	11882111	ENCODE Processing Pipeline	ef87db896c2f0268ac6a5329ae9f6eb3		https://www.encodeproject.org/files/ENCFF449ACY/@@download/ENCFF449ACY.tsv	M21			released	s3://encode-public/2021/03/15/72e917a3-3220-42c4-9c8f-caed5a1ca995/ENCFF449ACY.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_14.5_NA_1
ENCFF938LYK	mm10	ENCSR504GEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	14.5	NA	2	K_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF709SWX/, /files/ENCFF363TFV/"	11882192	ENCODE Processing Pipeline	a847d4c7da7d33e162411b65636cad48		https://www.encodeproject.org/files/ENCFF953LND/@@download/ENCFF953LND.tsv	M21			released	s3://encode-public/2021/03/15/9743f881-9a5b-405b-9e43-92a45394fb0e/ENCFF953LND.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_14.5_NA_2
ENCFF938LYK	mm10	ENCSR537GNQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	16.5	NA	1	K_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF354HAB/, /files/ENCFF363TFV/"	11890380	ENCODE Processing Pipeline	e5d6bccaef7d93d2c4a2f8b06e924a7a		https://www.encodeproject.org/files/ENCFF962RZA/@@download/ENCFF962RZA.tsv	M21			released	s3://encode-public/2021/03/15/e7d90492-9d82-48ed-ae45-8fd8387134aa/ENCFF962RZA.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_16.5_NA_1
ENCFF938LYK	mm10	ENCSR537GNQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	K	16.5	NA	2	K_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF622VGQ/"	11897556	ENCODE Processing Pipeline	faa246c5222497a56272c5b110069d1e		https://www.encodeproject.org/files/ENCFF264KWG/@@download/ENCFF264KWG.tsv	M21			released	s3://encode-public/2021/03/15/3af0d917-5a83-421c-8daf-103551e5dc9c/ENCFF264KWG.tsv	ENCODE4 v1.2.1 mm10 M21	released							K_16.5_NA_2
ENCFF938LYK	mm10	ENCSR128FBT	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	14	F	1	HC_14_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF657WOT/, /files/ENCFF363TFV/"	11882232	ENCODE Processing Pipeline	5d5402e4556d37faeb04a1ffa71e1ddb		https://www.encodeproject.org/files/ENCFF641WAC/@@download/ENCFF641WAC.tsv	M21			released	s3://encode-public/2021/05/24/83fe9db2-ad94-45f4-9499-8fd848d330cc/ENCFF641WAC.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_14_F_1
ENCFF938LYK	mm10	ENCSR128FBT	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	14	F	2	HC_14_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF944EHS/, /files/ENCFF363TFV/"	11880626	ENCODE Processing Pipeline	58137948501e3b0daebbe95b08ecdc80		https://www.encodeproject.org/files/ENCFF330YJL/@@download/ENCFF330YJL.tsv	M21			released	s3://encode-public/2021/05/24/f1c10e10-76f0-413f-a120-3275a08d4e76/ENCFF330YJL.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_14_F_2
ENCFF938LYK	mm10	ENCSR280DCZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	36	F	1	HC_36_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF176OUL/"	11884197	ENCODE Processing Pipeline	6e9ab051efbae3088a282363540da9df		https://www.encodeproject.org/files/ENCFF872JRU/@@download/ENCFF872JRU.tsv	M21			released	s3://encode-public/2021/05/24/987423a1-5f8d-471d-a47d-ddc541147260/ENCFF872JRU.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_36_F_1
ENCFF938LYK	mm10	ENCSR280DCZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	36	F	2	HC_36_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF844KXK/"	11879752	ENCODE Processing Pipeline	d8d7f39a010188e1ec6110d6c18a58f0		https://www.encodeproject.org/files/ENCFF599QWF/@@download/ENCFF599QWF.tsv	M21			released	s3://encode-public/2021/05/24/e514c0e7-d2c8-49d3-be66-a11f874463f6/ENCFF599QWF.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_36_F_2
ENCFF938LYK	mm10	ENCSR292LSH	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	25	M	1	HC_25_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF823XBL/"	11878539	ENCODE Processing Pipeline	376689a6ff9079068e0b590773d772a1		https://www.encodeproject.org/files/ENCFF910LYA/@@download/ENCFF910LYA.tsv	M21			released	s3://encode-public/2021/05/24/dda9e069-194e-439f-8b8e-44c51cd1d098/ENCFF910LYA.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_25_M_1
ENCFF938LYK	mm10	ENCSR292LSH	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	25	M	2	HC_25_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF634OKN/"	11888861	ENCODE Processing Pipeline	e45ca8ba3a73d4380acbd3a624767368		https://www.encodeproject.org/files/ENCFF773NAR/@@download/ENCFF773NAR.tsv	M21			released	s3://encode-public/2021/05/24/18560735-8382-4472-9e09-b99f5ad3eac4/ENCFF773NAR.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_25_M_2
ENCFF938LYK	mm10	ENCSR330DDD	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	2m	M	1	HC_2m_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF170DWK/, /files/ENCFF363TFV/"	11880957	ENCODE Processing Pipeline	f2542f5fa2d14b38e0eb836412522f9e		https://www.encodeproject.org/files/ENCFF250LIY/@@download/ENCFF250LIY.tsv	M21			released	s3://encode-public/2021/05/24/1c086d57-b54a-44ac-9d7e-3ae30fda56f7/ENCFF250LIY.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_2m_M_1
ENCFF938LYK	mm10	ENCSR330DDD	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	2m	M	2	HC_2m_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF791PQB/, /files/ENCFF363TFV/"	11881526	ENCODE Processing Pipeline	40bba60d3bef94bcd3bd9a69e98aab62		https://www.encodeproject.org/files/ENCFF385EGO/@@download/ENCFF385EGO.tsv	M21			released	s3://encode-public/2021/05/24/348f3a35-dfbf-4eb6-8c32-a4fe11eae4cf/ENCFF385EGO.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_2m_M_2
ENCFF938LYK	mm10	ENCSR338WMA	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	25	F	1	HC_25_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF300XMS/"	11885241	ENCODE Processing Pipeline	bad21a38c51aa2963b52121772b5ca5f		https://www.encodeproject.org/files/ENCFF401JLV/@@download/ENCFF401JLV.tsv	M21			released	s3://encode-public/2021/05/24/ead08b6b-1ff6-4e07-a03e-5ae6ab9cc2ab/ENCFF401JLV.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_25_F_1
ENCFF938LYK	mm10	ENCSR338WMA	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	25	F	2	HC_25_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF845OFF/"	11896201	ENCODE Processing Pipeline	953f3cabbcd41eff3b41ff26f677f023		https://www.encodeproject.org/files/ENCFF808TWM/@@download/ENCFF808TWM.tsv	M21			released	s3://encode-public/2021/05/24/418a0f86-cf64-4ce5-8fbb-07e723a75ba3/ENCFF808TWM.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_25_F_2
ENCFF938LYK	mm10	ENCSR390XPU	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	18m	F	1	HC_18m_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF710NMR/, /files/ENCFF363TFV/"	11887640	ENCODE Processing Pipeline	a8e13486032ed212fbe0a8ab150ab79c		https://www.encodeproject.org/files/ENCFF188SRP/@@download/ENCFF188SRP.tsv	M21			released	s3://encode-public/2021/05/24/2cca2202-9a87-46af-bd67-c991cb215e3b/ENCFF188SRP.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_18m_F_1
ENCFF938LYK	mm10	ENCSR390XPU	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	18m	F	2	HC_18m_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF866ZDR/, /files/ENCFF363TFV/"	11889142	ENCODE Processing Pipeline	b1b4e60d580735cb63e17474f81f61db		https://www.encodeproject.org/files/ENCFF196RHW/@@download/ENCFF196RHW.tsv	M21			released	s3://encode-public/2021/05/24/4e289428-57bc-4c79-9fa3-10850203e040/ENCFF196RHW.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_18m_F_2
ENCFF938LYK	mm10	ENCSR421HSE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	14	M	1	HC_14_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF154CXA/"	11874290	ENCODE Processing Pipeline	ff34effc94683a7a6e8b6af686c887da		https://www.encodeproject.org/files/ENCFF231OXS/@@download/ENCFF231OXS.tsv	M21			released	s3://encode-public/2021/05/24/3a964707-df32-4e41-8844-a15a9dc0eb35/ENCFF231OXS.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_14_M_1
ENCFF938LYK	mm10	ENCSR421HSE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	14	M	2	HC_14_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF392IAK/"	11881387	ENCODE Processing Pipeline	18acab51643e17d987f5ed4c903a18fa		https://www.encodeproject.org/files/ENCFF298KID/@@download/ENCFF298KID.tsv	M21			released	s3://encode-public/2021/05/24/6ba1d260-1926-4104-9abc-a375794e5671/ENCFF298KID.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_14_M_2
ENCFF938LYK	mm10	ENCSR548BTE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	36	M	1	HC_36_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF515PLR/, /files/ENCFF363TFV/"	11876590	ENCODE Processing Pipeline	425bb93d4d4a7eabc9899d9e0e24d5bd		https://www.encodeproject.org/files/ENCFF656WHB/@@download/ENCFF656WHB.tsv	M21			released	s3://encode-public/2021/05/24/eea90a55-364e-4d04-af32-a5d865f317ee/ENCFF656WHB.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_36_M_1
ENCFF938LYK	mm10	ENCSR548BTE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	36	M	2	HC_36_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF247TYE/, /files/ENCFF363TFV/"	11878188	ENCODE Processing Pipeline	3b788eff237061cefc0cb285b7f34c84		https://www.encodeproject.org/files/ENCFF882GIL/@@download/ENCFF882GIL.tsv	M21			released	s3://encode-public/2021/05/24/bc92851c-2efa-479f-ac3e-cb98e45c6910/ENCFF882GIL.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_36_M_2
ENCFF938LYK	mm10	ENCSR549HQM	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0002305	layer of hippocampus	HC	8m	M	1	HC_8m_M_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF145RRF/"	11867666	ENCODE Processing Pipeline	c2eebcc70fb00e2f257ff59d2da9552d		https://www.encodeproject.org/files/ENCFF917MSR/@@download/ENCFF917MSR.tsv	M21			released	s3://encode-public/2022/02/10/fac3a0cd-0684-4309-a34d-a5f43a549d35/ENCFF917MSR.tsv	ENCODE4 v1.2.4 mm10 M21	released							HC_8m_M_1
ENCFF938LYK	mm10	ENCSR549HQM	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0002305	layer of hippocampus	HC	8m	M	2	HC_8m_M_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF475TIZ/"	11873181	ENCODE Processing Pipeline	6479fe9212b767bf8a8d29c663c849d1		https://www.encodeproject.org/files/ENCFF315QLH/@@download/ENCFF315QLH.tsv	M21			released	s3://encode-public/2022/02/10/945d5ae9-53d0-4115-9e09-f9914100d882/ENCFF315QLH.tsv	ENCODE4 v1.2.4 mm10 M21	released							HC_8m_M_2
ENCFF938LYK	mm10	ENCSR576HNP	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	18m	M	1	HC_18m_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF148AVV/, /files/ENCFF363TFV/"	11887036	ENCODE Processing Pipeline	d192ff0bf8aee1cb566a7ff367812d0d		https://www.encodeproject.org/files/ENCFF281OSY/@@download/ENCFF281OSY.tsv	M21			released	s3://encode-public/2021/05/24/18870582-da94-4de6-bd86-7666ea339e34/ENCFF281OSY.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_18m_M_1
ENCFF938LYK	mm10	ENCSR576HNP	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	18m	M	2	HC_18m_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF242NFV/, /files/ENCFF363TFV/"	11885009	ENCODE Processing Pipeline	722b30c1d1d7696c399115804237820c		https://www.encodeproject.org/files/ENCFF332ELG/@@download/ENCFF332ELG.tsv	M21			released	s3://encode-public/2021/05/24/3f1b290c-283b-4775-8ec8-0444c72775a3/ENCFF332ELG.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_18m_M_2
ENCFF938LYK	mm10	ENCSR886NLC	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0002305	layer of hippocampus	HC	8m	F	1	HC_8m_F_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF806IMO/, /files/ENCFF363TFV/"	11871111	ENCODE Processing Pipeline	09a63a944ff10e7adc467073ed268f19		https://www.encodeproject.org/files/ENCFF291BHA/@@download/ENCFF291BHA.tsv	M21			released	s3://encode-public/2022/02/10/141c29c1-104d-4dd9-bc66-660c305c430c/ENCFF291BHA.tsv	ENCODE4 v1.2.4 mm10 M21	released							HC_8m_F_1
ENCFF938LYK	mm10	ENCSR886NLC	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0002305	layer of hippocampus	HC	8m	F	2	HC_8m_F_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF175YAE/, /files/ENCFF363TFV/"	11879435	ENCODE Processing Pipeline	810abdac1ffbdccfe35418318a15954b		https://www.encodeproject.org/files/ENCFF006EWX/@@download/ENCFF006EWX.tsv	M21			released	s3://encode-public/2022/02/10/572eccda-5d5c-4058-8daf-2084e81d6cc0/ENCFF006EWX.tsv	ENCODE4 v1.2.4 mm10 M21	released							HC_8m_F_2
ENCFF938LYK	mm10	ENCSR893IBO	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	10	F	1	HC_10_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF309KTL/, /files/ENCFF363TFV/"	11875820	ENCODE Processing Pipeline	e48134f00f8ab4c04be6a1aaaa595737		https://www.encodeproject.org/files/ENCFF779MQK/@@download/ENCFF779MQK.tsv	M21			released	s3://encode-public/2021/05/24/935aad29-e8ce-4393-b466-a356793cb29b/ENCFF779MQK.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_10_F_1
ENCFF938LYK	mm10	ENCSR893IBO	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	10	F	2	HC_10_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF169AGN/, /files/ENCFF363TFV/"	11881511	ENCODE Processing Pipeline	57f0d083fe10f44dbbd40dfed8448e20		https://www.encodeproject.org/files/ENCFF352YOR/@@download/ENCFF352YOR.tsv	M21			released	s3://encode-public/2021/05/24/08124d80-b03f-4735-bb78-a9f1fb64ee17/ENCFF352YOR.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_10_F_2
ENCFF938LYK	mm10	ENCSR898LNL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002305	layer of hippocampus	HC	6m	M	1	HC_6m_M_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	11/30/21	ENCODE	chemical (Nextera tagmentation)	<200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF792JCJ/"	11926113	ENCODE Processing Pipeline	2ceca74b9c918e2fe5bac0de33c1b2a8		https://www.encodeproject.org/files/ENCFF400ZAG/@@download/ENCFF400ZAG.tsv	M21			released	s3://encode-public/2021/11/23/1b45093b-8db9-4121-af26-437aa8561fbf/ENCFF400ZAG.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_6m_M_1
ENCFF938LYK	mm10	ENCSR898LNL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002305	layer of hippocampus	HC	6m	M	2	HC_6m_M_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	11/30/21	ENCODE	chemical (Nextera tagmentation)	<200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF173BFV/"	11928310	ENCODE Processing Pipeline	9b0e4fc5b146a2da6381d14a16f5938e		https://www.encodeproject.org/files/ENCFF888BHR/@@download/ENCFF888BHR.tsv	M21			released	s3://encode-public/2021/11/23/f7c96aea-855f-4e65-a7a9-5bf8748f070e/ENCFF888BHR.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_6m_M_2
ENCFF938LYK	mm10	ENCSR912TCG	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	2m	F	1	HC_2m_F_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF421RMR/, /files/ENCFF363TFV/"	11877183	ENCODE Processing Pipeline	510c108162805a5b078236d95299156b		https://www.encodeproject.org/files/ENCFF987LTZ/@@download/ENCFF987LTZ.tsv	M21			released	s3://encode-public/2021/05/24/ce2c98d7-a101-443d-9e65-412129b362fe/ENCFF987LTZ.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_2m_F_1
ENCFF938LYK	mm10	ENCSR912TCG	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	2m	F	2	HC_2m_F_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF865ATT/, /files/ENCFF363TFV/"	11879041	ENCODE Processing Pipeline	24c7e9001e66883a89bfcff15a7e80d3		https://www.encodeproject.org/files/ENCFF802PHC/@@download/ENCFF802PHC.tsv	M21			released	s3://encode-public/2021/05/24/1b9e3c6a-51b4-4662-9a2b-cb051e5b2332/ENCFF802PHC.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_2m_F_2
ENCFF938LYK	mm10	ENCSR976DKW	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	10	M	1	HC_10_M_1	1	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF180AMH/"	11880728	ENCODE Processing Pipeline	d9cc68d616446141b729d7eb557addfe		https://www.encodeproject.org/files/ENCFF870UUZ/@@download/ENCFF870UUZ.tsv	M21			released	s3://encode-public/2021/05/24/bdf449e3-3702-470d-85e3-ed67b61060b4/ENCFF870UUZ.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_10_M_1
