MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:98847	Kdm3a	lysine (K)-specific demethylase 3A	6		chromatin binding			IDA		J:127121 J:142786 	
MGI:98847	Kdm3a	lysine (K)-specific demethylase 3A	6		chromatin DNA binding			IBA	PTN000284569 	J:265628 	
MGI:1923356	Kdm3b	KDM3B lysine (K)-specific demethylase 3B	18		chromatin DNA binding			IBA	PTN000284569 	J:265628 	
MGI:3606484	Kdm4d	lysine (K)-specific demethylase 4D	9		chromatin DNA binding			IDA		J:6795 	
MGI:2136980	Kdm5a	lysine (K)-specific demethylase 5A	6		chromatin binding			IDA		J:157630 	
MGI:2136980	Kdm5a	lysine (K)-specific demethylase 5A	6		chromatin DNA binding			IDA		J:134766 	
MGI:1095419	Kdm6a	lysine (K)-specific demethylase 6A	X		chromatin DNA binding			IBA	PTN000361179 	J:265628 	
MGI:1095419	Kdm6a	lysine (K)-specific demethylase 6A	X		chromatin DNA binding			IDA		J:200020 	
MGI:1095419	Kdm6a	lysine (K)-specific demethylase 6A	X		promoter-specific chromatin binding			ISO	RGD:9275041 	J:155856 	
MGI:2448492	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	11		chromatin binding			ISO	RGD:1307629 	J:155856 	
MGI:2448492	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	11		chromatin DNA binding			IBA	PTN000361179 	J:265628 	
MGI:1924285	Kdm8	lysine (K)-specific demethylase 8	7		chromatin binding			ISO	Q8N371 	J:164563 	
MGI:1342287	Klf4	Kruppel-like factor 4 (gut)	4		chromatin DNA binding			IDA		J:297718 	
MGI:1342287	Klf4	Kruppel-like factor 4 (gut)	4		promoter-specific chromatin binding			ISO	O43474 	J:164563 	
MGI:3577024	Klf14	Kruppel-like factor 14	6		chromatin binding	uses Sphk1		IDA		J:214105 	
MGI:2651568	Klhdc3	kelch domain containing 3	17		chromatin binding			IBA	PTN001146107 	J:265628 	
MGI:2651568	Klhdc3	kelch domain containing 3	17		chromatin binding			ISO	Q9BQ90 	J:164563 	
MGI:96995	Kmt2a	lysine (K)-specific methyltransferase 2A	9		chromatin binding	uses Cdkn1b		IDA		J:96252 	
MGI:96995	Kmt2a	lysine (K)-specific methyltransferase 2A	9		chromatin binding	uses Cdkn2c		IDA		J:96252 	
MGI:2444557	Kmt5b	lysine methyltransferase 5B	19		chromatin binding			ISO	Q4FZB7 	J:164563 	
MGI:2385262	Kmt5c	lysine methyltransferase 5C	7		chromatin binding			ISO	Q86Y97 	J:164563 	
MGI:2676663	L3mbtl1	L3MBTL1 histone methyl-lysine binding protein	2		chromatin binding			IBA	PTN002284114 	J:265628 	
MGI:2676663	L3mbtl1	L3MBTL1 histone methyl-lysine binding protein	2		chromatin binding			ISO	Q9Y468 	J:164563 	
MGI:2676663	L3mbtl1	L3MBTL1 histone methyl-lysine binding protein	2		nucleosome binding			ISO	Q9Y468 	J:164563 	
MGI:2443584	L3mbtl2	L3MBTL2 polycomb repressive complex 1 subunit	15		chromatin binding			IBA	PTN002284114 	J:265628 	
MGI:2443584	L3mbtl2	L3MBTL2 polycomb repressive complex 1 subunit	15		promoter-specific chromatin binding			IDA		J:227373 	
MGI:2143628	L3mbtl3	L3MBTL3 histone methyl-lysine binding protein	10		chromatin binding			IBA	PTN002284114 	J:265628 	
MGI:2143628	L3mbtl3	L3MBTL3 histone methyl-lysine binding protein	10		chromatin binding			ISO	Q96JM7 	J:164563 	
MGI:2444889	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein	17		chromatin binding			IBA	PTN002284114 	J:265628 	
MGI:2443930	Lcor	ligand dependent nuclear receptor corepressor	19		chromatin binding	uses Gh		IDA		J:121427 	
MGI:894762	Ldb1	LIM domain binding 1	19		chromatin binding	uses Hba-a1		IDA		J:146089 	
MGI:894762	Ldb1	LIM domain binding 1	19		chromatin binding	uses Hbb-b1		IDA		J:146089 	
MGI:894762	Ldb1	LIM domain binding 1	19		chromatin binding	happens in erythroid lineage cell,uses Klf1		IDA		J:139179 	
MGI:894762	Ldb1	LIM domain binding 1	19		chromatin binding	happens in erythroid lineage cell		IDA		J:139179 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	uses Pou3f2		IDA		J:89066 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	uses Mitf		IDA		J:89066 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	uses Ihh		IDA		J:119030 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in future neurohypophysis,uses Pou1f1		IDA		J:114817 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Mmp7		IDA		J:134051 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Cdkn1a		IDA		J:134051 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Ccnd1		IDA		J:134051 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Ltf		IDA		J:134051 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Myc		IDA		J:134051 	
MGI:2385045	Lemd2	LEM domain containing 2	17		chromatin DNA binding			IBA	PTN001412150 	J:265628 	
MGI:3580376	Lemd3	LEM domain containing 3	10		chromatin DNA binding			IBA	PTN001412150 	J:265628 	
MGI:96785	Lhx2	LIM homeobox protein 2	2		chromatin binding	happens in somatic stem cell,happens in hair follicle		IDA		J:202029 	
MGI:96785	Lhx2	LIM homeobox protein 2	2		chromatin binding			IDA		J:145977 	
MGI:102811	Lmo2	LIM domain only 2	2		chromatin binding	uses Hba-a1		IDA		J:146089 	
MGI:102811	Lmo2	LIM domain only 2	2		chromatin binding	uses Hbb-b1		IDA		J:146089 	
MGI:102811	Lmo2	LIM domain only 2	2		chromatin binding	uses Runx1		IDA		J:132709 	
MGI:1918985	Lrwd1	leucine-rich repeats and WD repeat domain containing 1	5		chromatin binding			IBA	PTN001556497 	J:265628 	
MGI:1918985	Lrwd1	leucine-rich repeats and WD repeat domain containing 1	5		chromatin binding			ISO	Q9UFC0 	J:164563 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		chromatin binding			IDA		J:77519 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		chromatin DNA binding			ISO	O75367 	J:164563 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		nucleosomal DNA binding			IDA		J:219091 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		nucleosomal DNA binding			ISO	O75367 	J:164563 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		promoter-specific chromatin binding			IDA		J:219091 	
MGI:3037658	Macroh2a2	macroH2A.2 histone	10		chromatin DNA binding			ISO	Q9P0M6 	J:164563 	
MGI:2652894	Mapk15	mitogen-activated protein kinase 15	15		chromatin binding			ISO	Q8TD08 	J:164563 	
MGI:1338823	Maz	MYC-associated zinc finger protein (purine-binding transcription factor)	7		chromatin binding	uses Efnb2		IDA		J:147470 	
MGI:1338823	Maz	MYC-associated zinc finger protein (purine-binding transcription factor)	7		chromatin binding	happens in cell of skeletal muscle,uses Ckm		IDA		J:140560 	
MGI:1333811	Mbd1	methyl-CpG binding domain protein 1	18		chromatin binding			ISO	RGD:1305980 	J:155856 	
MGI:1333813	Mbd2	methyl-CpG binding domain protein 2	18		chromatin binding	uses Ugt8a		IDA		J:109103 	
MGI:1333813	Mbd2	methyl-CpG binding domain protein 2	18		chromatin binding	uses Lect2		IDA		J:140355 	
MGI:1333813	Mbd2	methyl-CpG binding domain protein 2	18		chromatin binding			ISO	RGD:1595452 	J:155856 	
MGI:1333812	Mbd3	methyl-CpG binding domain protein 3	10		chromatin binding	uses Mt1		IDA		J:104088 	
MGI:2138934	Mbd5	methyl-CpG binding domain protein 5	2		chromatin binding			IBA	PTN001441502 	J:265628 	
MGI:2138934	Mbd5	methyl-CpG binding domain protein 5	2		chromatin binding			ISO	Q9P267 	J:164563 	
MGI:106378	Mbd6	methyl-CpG binding domain protein 6	10		chromatin binding			IBA	PTN001441502 	J:265628 	
MGI:106378	Mbd6	methyl-CpG binding domain protein 6	10		chromatin binding			ISO	Q96DN6 	J:164563 	
MGI:2143977	Mbtd1	mbt domain containing 1	11		chromatin binding			IBA	PTN002284114 	J:265628 	
MGI:1930089	Mcm3ap	minichromosome maintenance complex component 3 associated protein	10		chromatin binding			ISO	O60318 	J:164563 	
MGI:1913884	Mcm8	minichromosome maintenance 8 homologous recombination repair factor	2		chromatin binding			ISO	Q9UJA3 	J:164563 	
MGI:1918817	Mcm9	minichromosome maintenance 9 homologous recombination repair factor	10		chromatin binding	happens at the same time as cellular response to DNA damage stimulus		IDA		J:203320 	
MGI:1918817	Mcm9	minichromosome maintenance 9 homologous recombination repair factor	10		chromatin binding			ISO	Q9NXL9 	J:164563 	
MGI:1920977	Mcmbp	minichromosome maintenance complex binding protein	7		chromatin binding			IBA	PTN000337082 	J:265628 	
MGI:1920977	Mcmbp	minichromosome maintenance complex binding protein	7		chromatin binding			ISO	Q9BTE3 	J:164563 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin binding			IBA	PTN002688232 	J:265628 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin binding		PR:Q9Z2D6-1	IDA		J:138474 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin binding		PR:Q9Z2D6-2	IDA		J:138474 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin binding			IDA		J:96437 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin binding			ISO	RGD:3075 	J:155856 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		chromatin DNA binding			ISO	RGD:3075 	J:155856 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		promoter-specific chromatin binding	uses Uqcrc1		IDA		J:110323 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		promoter-specific chromatin binding			ISO	RGD:3075 	J:155856 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin binding	happens in embryonic stem cell,uses Pou5f1		IDA		J:164442 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin binding	happens in embryonic stem cell,uses Nanog		IDA		J:164442 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin binding			IDA		J:80609 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin binding			ISO	RGD:1559552 	J:155856 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin binding			ISO	Q15648 	J:164563 	
MGI:1100846	Med1	mediator complex subunit 1	11		chromatin DNA binding			ISO	RGD:1559552 	J:155856 	
MGI:1100846	Med1	mediator complex subunit 1	11		promoter-specific chromatin binding	happens in liver		IDA		J:181994 	
MGI:1100846	Med1	mediator complex subunit 1	11		promoter-specific chromatin binding	is a part of transcription by RNA polymerase II		IDA		J:262213 	
MGI:1926212	Med12	mediator complex subunit 12	X		chromatin binding	happens in embryonic stem cell,uses Pou5f1		IDA		J:164442 	
MGI:1926212	Med12	mediator complex subunit 12	X		chromatin binding	happens in embryonic stem cell,uses Nanog		IDA		J:164442 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		chromatin binding			IDA		J:110295 J:133573 J:171727 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		chromatin binding			ISO	Q02078 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		chromatin binding			IDA		J:172163 	
MGI:1922428	Meiob	meiosis specific with OB domains	17		chromatin binding			IDA		J:203426 	
MGI:1922428	Meiob	meiosis specific with OB domains	17		chromatin binding			IMP		J:204663 	
MGI:104717	Meis1	Meis homeobox 1	11		chromatin binding	uses Efnb2		IDA		J:147470 	
MGI:108519	Meis3	Meis homeobox 3	7		chromatin binding	uses Pdpk1		IDA		J:166594 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		chromatin binding			IBA	PTN000976222 	J:265628 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		chromatin binding	uses Cdkn1b		IDA		J:96252 J:102494 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		chromatin binding	uses Cdkn2c		IDA		J:96252 J:102494 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		chromatin binding	uses Hoxa9		IDA		J:105708 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		chromatin binding			ISO	RGD:3078 	J:155856 	
MGI:103220	Meox1	mesenchyme homeobox 1	11		chromatin binding			IDA		J:89068 	
MGI:2140270	Mexis	macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA	4		chromatin DNA binding	happens in macrophage,happens in macrophage,uses Abca1		IMP	MGI:6403491 	J:264834 	
MGI:3718461	Mir208b	microRNA 208b	14		chromatin binding			IDA		J:211907 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		chromatin binding	uses Dct		IDA		J:96431 	
MGI:1859353	Mkrn1	makorin, ring finger protein, 1	6		chromatin binding			IDA		J:93510 	
MGI:101938	Mlh1	mutL homolog 1	9		chromatin binding			IDA		J:87869 	
MGI:101938	Mlh1	mutL homolog 1	9		chromatin binding			ISO	P40692 	J:164563 	
MGI:1353455	Mlh3	mutL homolog 3	12		chromatin binding			IDA		J:78200 	
MGI:1917372	Mllt3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	4		chromatin binding			ISO	P42568 	J:164563 	
MGI:1935145	Mllt6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	11		nucleosome binding			IBA	PTN000350611 	J:265628 	
MGI:1935145	Mllt6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	11		nucleosome binding			ISO	P55198 	J:164563 	
MGI:1329038	Mllt10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	2		chromatin binding			ISO	P55197 	J:164563 	
MGI:1329038	Mllt10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	2		nucleosome binding			IBA	PTN000350611 	J:265628 	
MGI:1329038	Mllt10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	2		nucleosome binding			ISO	P55197 	J:164563 	
MGI:109150	Mnt	max binding protein	11		chromatin binding			IDA		J:104074 	
MGI:1921772	Morc2a	microrchidia 2A	11		chromatin binding			ISO	Q9Y6X9 	J:164563 	
MGI:3045293	Morc2b	microrchidia 2B	17		chromatin binding			ISO	Q9Y6X9 	J:164563 	
MGI:1096551	Morf4l1	mortality factor 4 like 1	9		chromatin binding	uses Hba-a1		IDA		J:92967 	
MGI:1922589	Mphosph8	M-phase phosphoprotein 8	14		chromatin binding			ISO	Q99549 	J:164563 	
MGI:1915317	Mrnip	MRN complex interacting protein	11		chromatin binding			IBA	PTN001439267 	J:265628 	
MGI:1915317	Mrnip	MRN complex interacting protein	11		chromatin binding			ISO	Q6NTE8 	J:164563 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Dll1		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Lfng		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Dll3		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Maml3		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Notch1		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		chromatin binding	uses Notch2		IDA		J:205649 	
MGI:101816	Msh2	mutS homolog 2	17		chromatin binding			ISO	P43246 	J:164563 	
MGI:1343961	Msh6	mutS homolog 6	17		chromatin binding	happens in lymphocyte,happens in EMAPA:18767		IDA		J:110906 	
MGI:1921276	Msl1	male specific lethal 1	11		chromatin binding			IBA	PTN001092398 	J:265628 	
MGI:2150037	Mta1	metastasis associated 1	12		chromatin binding			IEA	IPR001025 	J:72247 	
MGI:1346340	Mta2	metastasis-associated gene family, member 2	19		chromatin binding			IEA	IPR001025 	J:72247 	
MGI:2151172	Mta3	metastasis associated 3	17		chromatin binding			IEA	IPR001025 	J:72247 	
MGI:105050	Mtf2	metal response element binding transcription factor 2	5		chromatin binding			IBA	PTN000290238 	J:265628 	
MGI:99925	Mybl1	myeloblastosis oncogene-like 1	1		promoter-specific chromatin binding	happens in testis		IDA		J:232147 	
MGI:97275	Myod1	myogenic differentiation 1	7		chromatin binding	uses Myog		IDA		J:142475 	
MGI:97275	Myod1	myogenic differentiation 1	7		chromatin binding			IDA		J:206594 J:230626 	
MGI:97275	Myod1	myogenic differentiation 1	7		chromatin DNA binding	generates Mymk		IDA		J:216211 	
MGI:97275	Myod1	myogenic differentiation 1	7		chromatin DNA binding			IDA		J:200312 	
MGI:97275	Myod1	myogenic differentiation 1	7		promoter-specific chromatin binding			IDA		J:259135 	
MGI:97276	Myog	myogenin	1		chromatin DNA binding	generates Mymk		IDA		J:216211 	
MGI:97276	Myog	myogenin	1		chromatin DNA binding			IDA		J:200312 J:203388 	
MGI:1919200	Nanog	Nanog homeobox	6		chromatin binding			IDA		J:138113 	
MGI:1855693	Nap1l1	nucleosome assembly protein 1-like 1	10		chromatin binding			IBA	PTN000221934 	J:265628 	
MGI:106654	Nap1l2	nucleosome assembly protein 1-like 2	X		chromatin binding			IBA	PTN000221934 	J:265628 	
MGI:106654	Nap1l2	nucleosome assembly protein 1-like 2	X		chromatin binding			IDA		J:125048 	
MGI:1859565	Nap1l3	nucleosome assembly protein 1-like 3	X		chromatin binding			IBA	PTN000221934 	J:265628 	
MGI:1316687	Nap1l4	nucleosome assembly protein 1-like 4	7		chromatin binding			IBA	PTN000221934 	J:265628 	
MGI:1316687	Nap1l4	nucleosome assembly protein 1-like 4	7		nucleosome binding			ISO	Q99733 	J:164563 	
MGI:1923555	Nap1l5	nucleosome assembly protein 1-like 5	6		chromatin binding			IBA	PTN000221934 	J:265628 	
MGI:2444777	Ncaph	non-SMC condensin I complex, subunit H	2		chromatin binding			IBA	PTN000318716 	J:265628 	
MGI:2444777	Ncaph	non-SMC condensin I complex, subunit H	2		chromatin binding			IDA		J:195518 	
MGI:1289164	Ncaph2	non-SMC condensin II complex, subunit H2	15		chromatin binding			IBA	PTN001285342 	J:265628 	
MGI:1276523	Ncoa1	nuclear receptor coactivator 1	12		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:1276523	Ncoa1	nuclear receptor coactivator 1	12		chromatin binding			IDA		J:80609 	
MGI:1276533	Ncoa2	nuclear receptor coactivator 2	1		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:1276535	Ncoa3	nuclear receptor coactivator 3	2		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:2385165	Ncoa5	nuclear receptor coactivator 5	2		chromatin binding	uses Il6		IDA		J:207622 	
MGI:1929915	Ncoa6	nuclear receptor coactivator 6	2		chromatin binding			IDA		J:80609 	
MGI:1349717	Ncor1	nuclear receptor co-repressor 1	11		chromatin binding			IDA		J:121427 	
MGI:1349717	Ncor1	nuclear receptor co-repressor 1	11		chromatin binding			ISO	RGD:3612 	J:155856 	
MGI:1337080	Ncor2	nuclear receptor co-repressor 2	5		chromatin binding	uses Cdkn1a		IDA		J:132982 	
MGI:1337080	Ncor2	nuclear receptor co-repressor 2	5		chromatin binding	uses Fabp4		IDA		J:142665 	
MGI:1337080	Ncor2	nuclear receptor co-repressor 2	5		chromatin binding			IDA		J:98847 	
MGI:1337080	Ncor2	nuclear receptor co-repressor 2	5		chromatin binding			ISO	RGD:1310293 	J:155856 	
MGI:97290	Ndn	necdin, MAGE family member	7		promoter-specific chromatin binding	happens in SO:0001055,uses Agrp		IDA		J:184441 	
MGI:1346098	Nelfa	negative elongation factor complex member A, Whsc2	5		chromatin binding			IDA		J:173556 	
MGI:1346098	Nelfa	negative elongation factor complex member A, Whsc2	5		chromatin binding			ISO	RGD:1305556 	J:155856 	
MGI:102744	Nelfe	negative elongation factor complex member E, Rdbp	17		chromatin binding	is a part of negative regulation of transcription elongation by RNA polymerase II,happens in chromatin		IDA		J:278647 	
MGI:102744	Nelfe	negative elongation factor complex member E, Rdbp	17		chromatin binding			ISO	RGD:1303325 	J:155856 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		chromatin binding			IDA		J:172976 	
MGI:107754	Neurog1	neurogenin 1	13		chromatin binding			IDA		J:172976 	
MGI:893591	Neurog3	neurogenin 3	10		chromatin DNA binding			IDA		J:106988 	
MGI:1859333	Nfat5	nuclear factor of activated T cells 5	8		chromatin binding			ISO	O94916 	J:164563 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		chromatin binding	happens in myoblast,uses Myh3		IDA		J:206594 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		chromatin binding	happens in myotube,uses Myh8		IDA		J:206594 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		chromatin binding	uses Sftpb		IDA		J:114501 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		chromatin binding	uses Myog		IDA		J:142475 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		chromatin binding	happens in myoblast,uses Myh3		IDA		J:206594 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		chromatin binding	happens in osteoblast,uses Tnfsf11		IDA		J:175305 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		chromatin binding			IDA		J:220017 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		promoter-specific chromatin binding			IDA		J:220017 	
MGI:108056	Nfia	nuclear factor I/A	4		chromatin binding	happens in cerebellar granule cell		IDA		J:194263 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		chromatin binding	happens in diaphragm,uses Ankrd2		IDA		J:163557 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		chromatin binding	happens in myoblast,uses Gsk3b		IDA		J:214867 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		chromatin binding	happens in myoblast,uses Ankrd2		IDA		J:214867 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		chromatin binding	uses Capn1,is a part of mammary gland involution,happens in mammary gland		IDA		J:204792 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		chromatin binding	is a part of mammary gland involution,happens in mammary gland,uses Capn2		IDA		J:204792 	
MGI:1913976	Nipbl	NIPBL cohesin loading factor	15		chromatin binding			IBA	PTN000496017 	J:265628 	
MGI:1913976	Nipbl	NIPBL cohesin loading factor	15		chromatin binding	happens in embryonic stem cell,uses Pou5f1		IDA		J:164442 	
MGI:1913976	Nipbl	NIPBL cohesin loading factor	15		chromatin binding	happens in embryonic stem cell,uses Nanog		IDA		J:164442 	
MGI:1913976	Nipbl	NIPBL cohesin loading factor	15		promoter-specific chromatin binding			IDA		J:243510 	
MGI:1914300	Nkap	NFKB activating protein	X		chromatin binding			IBA	PTN000991590 	J:265628 	
MGI:1914300	Nkap	NFKB activating protein	X		chromatin binding			ISO	Q8N5F7 	J:164563 	
MGI:1914300	Nkap	NFKB activating protein	X		chromatin DNA binding			IDA		J:165872 	
MGI:1913957	Nkapl	NFKB activating protein-like	13		chromatin binding			IEA	IPR009269 	J:72247 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding	uses Isl1		IDA		J:150360 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding	uses Igfbp5		IDA		J:150360 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding	uses Nppa		IDA		J:150360 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding	uses Pdgfra		IDA		J:150360 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding			IDA		J:171727 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		chromatin binding			ISO	P52952 	J:73065 	
MGI:1206039	Nkx6-1	NK6 homeobox 1	5		chromatin binding			ISO	RGD:69318 	J:155856 	
MGI:1931051	Noc2l	NOC2 like nucleolar associated transcriptional repressor	4		chromatin binding			ISO	Q9Y3T9 	J:164563 	
MGI:1931051	Noc2l	NOC2 like nucleolar associated transcriptional repressor	4		nucleosome binding			ISO	Q9Y3T9 	J:164563 	
MGI:1932610	Noc3l	NOC3 like DNA replication regulator	19		chromatin binding			IBA	PTN000374010 	J:265628 	
MGI:1855692	Nono	non-POU-domain-containing, octamer binding protein	X		chromatin binding			IDA		J:222150 	
MGI:97363	Notch1	notch 1	2		chromatin binding			IDA		J:97176 	
MGI:97363	Notch1	notch 1	2		chromatin DNA binding	uses Gata3		IDA		J:123632 	
MGI:106184	Npm1	nucleophosmin 1	11		chromatin binding			IBA	PTN001100765 	J:265628 	
MGI:1890811	Npm2	nucleophosmin/nucleoplasmin 2	14		chromatin binding			IBA	PTN001100765 	J:265628 	
MGI:1890811	Npm2	nucleophosmin/nucleoplasmin 2	14		chromatin binding			IDA		J:202816 	
MGI:894653	Npm3	nucleoplasmin 3	19		chromatin binding			IBA	PTN001100765 	J:265628 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		chromatin DNA binding	happens in macrophage,happens in macrophage,uses Mexis		IDA		J:264834 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		chromatin DNA binding	happens in macrophage,happens in macrophage,uses Abca1		IMP	MGI:2181380 	J:264834 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		chromatin binding			ISO	RGD:2741 	J:155856 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		chromatin binding			IDA		J:222150 	
MGI:1346834	Nr5a2	nuclear receptor subfamily 5, group A, member 2	1		chromatin binding			IDA		J:222150 	
MGI:102567	Nrl	neural retina leucine zipper gene	14		promoter-specific chromatin binding			IDA		J:225638 	
MGI:1276545	Nsd1	nuclear receptor-binding SET-domain protein 1	13		chromatin binding			IDA		J:93510 	
MGI:1276574	Nsd2	nuclear receptor binding SET domain protein 2	5		chromatin binding	uses Isl1		IDA		J:150360 	
MGI:1276574	Nsd2	nuclear receptor binding SET domain protein 2	5		chromatin binding	uses Igfbp5		IDA		J:150360 	
MGI:1276574	Nsd2	nuclear receptor binding SET domain protein 2	5		chromatin binding	uses Pdgfra		IDA		J:150360 	
MGI:1934811	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1	1		chromatin binding			ISO	Q9H1E3 	J:164563 	
MGI:1915469	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	8		chromatin binding			IDA		J:135435 	
MGI:109404	Nup98	nucleoporin 98	7		promoter-specific chromatin binding			ISO	P52948 	J:164563 	
MGI:2385621	Nup153	nucleoporin 153	13		chromatin binding			ISO	RGD:3216 	J:155856 	
MGI:1891834	Nupr1	nuclear protein transcription regulator 1	7		chromatin binding			IDA		J:153063 	
MGI:1919736	Obi1	ORC ubiquitin ligase 1	14		chromatin binding			ISO	Q5W0B1 	J:164563 	
